event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time
UFC 134: Silva vs Okami,8/27/2011,"Rio de Janeiro, Brazil",Yves Jabouin,Ian Loveland,win,0,0,37,33,2,3,0,1,Bantamweight,S-DEC,,3,5:00
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Chris Lytle,Dan Hardy,win,0,0,127,61,0,1,1,0,Welterweight,SUB,Guillotine Choke,3,4:16
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Benson Henderson,Jim Miller,win,0,0,65,14,7,0,2,6,Lightweight,U-DEC,,3,5:00
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Donald Cerrone,Charles Oliveira,win,0,0,30,10,0,0,0,0,Lightweight,KO/TKO,Punches,1,3:01
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Duane Ludwig,Amir Sadollah,win,0,0,123,95,1,0,0,0,Welterweight,U-DEC,,3,5:00
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Jared Hamman,CB Dollaway,win,0,0,53,19,0,3,0,1,Middleweight,KO/TKO,Punches,2,3:38
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Joseph Benavidez,Eddie Wineland,win,0,0,66,24,0,0,0,0,Bantamweight,U-DEC,,3,5:00
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Ed Herman,Kyle Noke,win,0,0,2,12,1,1,3,0,Middleweight,SUB,Heel Hook,1,4:15
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Ronny Markes,Karlos Vemola,win,0,0,40,8,6,0,0,1,Light Heavyweight,U-DEC,,3,5:00
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Jimy Hettes,Alex Caceres,win,0,0,2,13,5,0,2,0,Featherweight,SUB,Rear Naked Choke,2,3:12
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Cole Miller,TJ O'Brien,win,1,0,32,28,0,0,2,0,Lightweight,SUB,Guillotine Choke,2,2:38
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Jacob Volkmann,Danny Castillo,win,0,0,6,22,3,1,6,0,Lightweight,U-DEC,,3,5:00
UFC Live: Hardy vs Lytle,8/14/2011,"Milwaukee, Wisconsin, USA",Edwin Figueroa,Jason Reinhardt,win,0,0,23,1,0,1,1,0,Bantamweight,KO/TKO,Punches,2,0:50
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Rashad Evans,Tito Ortiz,win,0,0,48,5,1,1,0,1,Light Heavyweight,KO/TKO,Knee,2,4:48
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Vitor Belfort,Yoshihiro Akiyama,win,2,0,12,1,0,0,0,0,Middleweight,KO/TKO,Punches,1,1:52
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Brian Ebersole,Dennis Hallman,win,0,0,19,0,0,1,0,1,Welterweight,KO/TKO,Elbows,1,4:28
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Constantinos Philippou,Jorge Rivera,win,1,0,35,25,2,1,1,0,Middleweight,S-DEC,,3,5:00
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Rory MacDonald,Mike Pyle,win,0,0,24,3,0,2,2,0,Welterweight,KO/TKO,Punches,1,3:54
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Alexander Gustafsson,Matt Hamill,win,1,0,37,13,0,0,0,0,Light Heavyweight,KO/TKO,Punches,2,3:34
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Chad Mendes,Rani Yahya,win,0,0,35,15,5,0,0,0,Featherweight,U-DEC,,3,5:00
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Ivan Menjivar,Nick Pace,win,0,0,61,31,0,2,0,1,Bantamweight,U-DEC,,3,5:00
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Johny Hendricks,Mike Pierce,win,0,0,54,37,1,1,0,0,Welterweight,S-DEC,,3,5:00
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Mike Brown,Nam Phan,win,0,0,60,38,5,0,0,0,Featherweight,U-DEC,,3,5:00
UFC 133: Evans vs Ortiz 2,8/6/2011,"Philadelphia, Pennsylvania, USA",Rafael Natal,Paul Bradley,win,0,0,43,13,0,3,0,0,Middleweight,U-DEC,,3,5:00
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Dominick Cruz,Urijah Faber,win,0,0,90,50,4,1,0,0,Bantamweight,U-DEC,,5,5:00
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Chris Leben,Wanderlei Silva,win,1,0,9,3,0,0,0,0,Middleweight,KO/TKO,Punches,1,0:27
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Dennis Siver,Matt Wiman,win,0,0,31,26,1,5,0,2,Lightweight,U-DEC,,3,5:00
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Tito Ortiz,Ryan Bader,win,1,0,6,4,0,0,1,0,Light Heavyweight,SUB,Guillotine Choke,1,1:56
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Carlos Condit,Dong Hyun Kim,win,1,0,8,1,0,1,1,0,Welterweight,KO/TKO,Flying Knee,1,2:58
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Melvin Guillard,Shane Roller,win,2,0,17,1,0,0,0,0,Lightweight,KO/TKO,Punch,1,2:12
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Rafael Dos Anjos,George Sotiropoulos,win,1,0,2,2,0,0,0,0,Lightweight,KO/TKO,Punch,1,0:59
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Brian Bowles,Takeya Mizugaki,win,0,0,29,14,1,0,0,0,Bantamweight,U-DEC,,3,5:00
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Aaron Simpson,Brad Tavares,win,0,0,43,13,2,1,2,0,Middleweight,U-DEC,,3,5:00
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Anthony Njokuani,Andre Winner,win,0,0,116,15,2,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 132: Cruz vs Faber,7/2/2011,"Las Vegas, Nevada, USA",Jeff Hougland,Donny Walker,win,0,0,61,31,1,0,4,2,Bantamweight,U-DEC,,3,5:00
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Cheick Kongo,Pat Barry,win,1,2,10,8,0,0,0,0,Heavyweight,KO/TKO,Punch,1,2:39
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Charlie Brenneman,Rick Story,win,0,0,11,17,5,2,0,4,Welterweight,U-DEC,,3,5:00
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Matt Brown,John Howard,win,0,0,38,20,3,5,3,0,Welterweight,U-DEC,,3,5:00
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Matt Mitrione,Christian Morecraft,win,3,0,37,17,0,2,0,0,Heavyweight,KO/TKO,Punches,2,4:28
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Tyson Griffin,Manvel Gamburyan,win,0,0,67,32,0,2,0,0,Featherweight,U-DEC,,3,5:00
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Javier Vazquez,Joe Stevenson,win,0,0,62,27,3,0,1,1,Featherweight,U-DEC,,3,5:00
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Joe Lauzon,Curt Warburton,win,1,0,12,5,0,0,1,0,Lightweight,SUB,Kimura,1,1:58
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Rich Attonito,Daniel Roberts,win,1,0,66,23,1,1,0,1,Welterweight,U-DEC,,3,5:00
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Ricardo Lamas,Matt Grice,win,1,0,16,6,1,0,0,0,Featherweight,KO/TKO,Punches,1,4:41
UFC Live: Kongo vs Barry,6/26/2011,"Pittsburgh, Pennsylvania, USA",Michael Johnson,Edward Faaloloto,win,1,0,27,17,1,0,0,0,Lightweight,KO/TKO,Punches,1,4:42
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Junior Dos Santos,Shane Carwin,win,1,0,88,20,2,1,0,0,Heavyweight,U-DEC,,3,5:00
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Kenny Florian,Diego Nunes,win,0,1,42,31,4,2,1,0,Featherweight,U-DEC,,3,5:00
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Mark Munoz,Demian Maia,win,0,0,44,32,3,0,1,2,Middleweight,U-DEC,,3,5:00
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Dave Herman,Jon Olav Einemo,win,1,0,55,34,1,1,0,0,Heavyweight,KO/TKO,Punches,2,3:19
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Donald Cerrone,Vagner Rocha,win,0,0,86,46,0,1,0,0,Lightweight,U-DEC,,3,5:00
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Sam Stout,Yves Edwards,win,1,0,13,14,0,1,0,0,Lightweight,KO/TKO,Punch,1,3:52
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Chris Weidman,Jesse Bongfeldt,win,0,0,7,5,1,0,1,0,Middleweight,SUB,Guillotine Choke,1,4:54
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Krzysztof Soszynski,Mike Massenzio,win,0,0,66,17,0,2,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Nick Ring,James Head,win,0,1,58,30,5,0,1,0,Middleweight,SUB,Rear Naked Choke,3,3:33
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Dustin Poirier,Jason Young,win,0,0,77,57,5,0,0,0,Featherweight,U-DEC,,3,5:00
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Joey Beltran,Aaron Rosa,win,0,0,88,73,1,0,0,0,Heavyweight,KO/TKO,Punches,3,1:26
UFC 131: Dos Santos vs Carwin,6/11/2011,"Vancouver, British Columbia, Canada",Darren Elkins,Michihiro Omigawa,win,0,0,78,65,1,1,0,0,Featherweight,U-DEC,,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Tony Ferguson,Ramsey Nijem,win,1,0,21,12,2,0,0,0,Welterweight,KO/TKO,Punches,1,3:54
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Clay Guida,Anthony Pettis,win,0,0,19,14,5,0,0,1,Lightweight,U-DEC,,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Ed Herman,Tim Credeur,win,1,0,11,11,0,0,0,0,Middleweight,KO/TKO,Punch,1,0:48
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Kyle Kingsbury,Fabio Maldonado,win,0,0,95,78,5,2,0,2,Light Heavyweight,U-DEC,,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Chris Cope,Chuck O'Neil,win,0,0,66,47,0,0,0,0,Welterweight,U-DEC,,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Jeremy Stephens,Danny Downes,win,0,0,55,32,6,0,3,1,Lightweight,U-DEC,,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",George Roop,Josh Grispi,win,1,0,91,11,0,4,0,0,Featherweight,KO/TKO,Punch,3,3:14
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Shamar Bailey,Ryan McGillivray,win,0,0,33,19,5,0,0,0,Welterweight,U-DEC,,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Clay Harvison,Justin Edwards,win,0,0,57,42,1,7,2,0,Welterweight,S-DEC,,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Scott Jorgensen,Ken Stone,win,0,0,15,18,1,0,0,0,Bantamweight,KO/TKO,Punch,1,4:01
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,6/4/2011,"Las Vegas, Nevada, USA",Reuben Duran,Francisco Rivera,win,0,0,42,22,2,0,2,3,Bantamweight,SUB,Rear Naked Choke,3,1:57
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Quinton Jackson,Matt Hamill,win,0,0,55,32,0,0,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Frank Mir,Roy Nelson,win,0,0,46,21,6,0,0,0,Heavyweight,U-DEC,,3,5:00
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Travis Browne,Stefan Struve,win,1,0,17,10,1,0,0,2,Heavyweight,KO/TKO,Punch,1,4:11
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Rick Story,Thiago Alves,win,0,0,62,41,4,1,0,0,Welterweight,U-DEC,,3,5:00
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Brian Stann,Jorge Santiago,win,2,0,47,14,0,0,0,0,Middleweight,KO/TKO,Punch,2,4:29
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Demetrious Johnson,Miguel Torres,win,0,0,13,10,5,0,0,3,Bantamweight,U-DEC,,3,5:00
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Tim Boetsch,Kendall Grove,win,0,0,17,20,7,1,0,0,Middleweight,U-DEC,,3,5:00
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Gleison Tibau,Rafaello Oliveira,win,1,0,19,12,3,0,2,0,Lightweight,SUB,Rear Naked Choke,2,3:28
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Michael McDonald,Chris Cariaso,win,0,0,32,44,1,1,0,0,Bantamweight,S-DEC,,3,5:00
UFC 130: Rampage vs Hamill,5/28/2011,"Las Vegas, Nevada, USA",Renan Barao,Cole Escovedo,win,0,0,46,29,6,0,0,0,Bantamweight,U-DEC,,3,5:00
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Georges St-Pierre,Jake Shields,win,0,0,85,78,2,0,0,0,Welterweight,U-DEC,,5,5:00
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Jose Aldo,Mark Hominick,win,1,0,94,71,5,1,1,0,Featherweight,U-DEC,,5,5:00
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Lyoto Machida,Randy Couture,win,1,0,15,5,0,0,0,0,Light Heavyweight,KO/TKO,Kick,2,1:05
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Vladimir Matyushenko,Jason Brilz,win,1,0,8,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:20
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Benson Henderson,Mark Bocek,win,0,0,56,11,3,4,0,2,Lightweight,U-DEC,,3,5:00
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Rory MacDonald,Nate Diaz,win,0,0,42,26,7,0,0,0,Welterweight,U-DEC,,3,5:00
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Jake Ellenberger,Sean Pierson,win,1,0,9,3,1,0,0,0,Welterweight,KO/TKO,Punch,1,2:42
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Claude Patrick,Daniel Roberts,win,0,0,29,6,4,1,1,1,Welterweight,U-DEC,,3,5:00
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Ivan Menjivar,Charlie Valencia,win,1,0,8,5,0,0,0,0,Bantamweight,KO/TKO,Elbow,1,1:30
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Jason MacDonald,Ryan Jensen,win,0,0,0,0,0,0,1,1,Middleweight,SUB,Triangle Choke,1,1:37
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",John Makdessi,Kyle Watson,win,1,0,50,25,0,0,0,0,Lightweight,KO/TKO,Spinning Back Fist,3,1:27
UFC 129: St-Pierre vs Shields,4/30/2011,"Toronto, Ontario, Canada",Pablo Garza,Yves Jabouin,win,0,0,26,16,0,0,1,0,Featherweight,SUB,Triangle Choke,1,4:31
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Phil Davis,Rogerio Nogueira,win,0,0,42,8,4,0,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Anthony Johnson,Dan Hardy,win,1,0,20,2,4,0,2,3,Welterweight,U-DEC,,3,5:00
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Amir Sadollah,DaMarques Johnson,win,0,0,62,27,2,2,0,0,Welterweight,KO/TKO,Elbows,2,3:27
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Chan Sung Jung,Leonard Garcia,win,0,0,30,15,1,0,1,0,Featherweight,SUB,Twister,2,4:59
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Mike Russow,Jon Madsen,win,0,0,14,27,3,0,0,0,Heavyweight,KO/TKO,,2,5:00
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Mackens Semerzier,Alex Caceres,win,0,0,9,2,3,0,1,0,Featherweight,SUB,Rear Naked Choke,1,3:18
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",John Hathaway,Kris McCray,win,0,0,43,48,3,3,4,0,Welterweight,S-DEC,,3,5:00
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Michael McDonald,Edwin Figueroa,win,0,0,51,45,5,0,3,0,Bantamweight,U-DEC,,3,5:00
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Christian Morecraft,Sean McCorkle,win,0,0,22,8,1,1,2,0,Heavyweight,SUB,Guillotine Choke,2,4:10
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Johny Hendricks,TJ Waldburger,win,1,0,7,3,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:35
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Aaron Simpson,Mario Miranda,win,0,0,59,14,10,0,0,0,Middleweight,U-DEC,,3,5:00
UFC Fight Night: Nogueira vs Davis,3/26/2011,"Seattle, Washington, USA",Nik Lentz,Waylon Lowe,win,0,0,51,46,0,4,1,1,Lightweight,SUB,Guillotine Choke,3,2:24
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Jon Jones,Mauricio Rua,win,1,0,75,9,3,0,0,0,Light Heavyweight,KO/TKO,Knee,3,2:37
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Urijah Faber,Eddie Wineland,win,0,0,49,11,2,1,0,0,Bantamweight,U-DEC,,3,5:00
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Jim Miller,Kamal Shalorus,win,1,0,43,26,1,1,2,0,Lightweight,KO/TKO,Knee,3,2:15
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Nate Marquardt,Dan Miller,win,0,0,47,10,3,2,0,2,Middleweight,U-DEC,,3,5:00
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Brendan Schaub,Mirko Filipovic,win,1,0,40,21,4,0,0,0,Heavyweight,KO/TKO,Punch,3,3:44
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Luiz Cane,Eliot Marshall,win,1,0,29,2,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,2:15
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Edson Barboza,Anthony Njokuani,win,0,0,46,72,2,1,0,0,Lightweight,U-DEC,,3,5:00
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Mike Pyle,Ricardo Almeida,win,0,0,36,48,1,1,1,0,Welterweight,U-DEC,,3,5:00
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Gleison Tibau,Kurt Pellegrino,win,0,0,44,47,2,1,0,0,Lightweight,S-DEC,,3,5:00
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Joseph Benavidez,Ian Loveland,win,0,0,48,45,5,0,0,0,Bantamweight,U-DEC,,3,5:00
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Nick Catone,Constantinos Philippou,win,0,0,31,23,3,0,0,0,Catch Weight,U-DEC,,3,5:00
UFC 128: Shogun vs Jones,3/19/2011,"Newark, New Jersey, USA",Erik Koch,Raphael Assuncao,win,1,0,4,9,0,0,0,0,Featherweight,KO/TKO,Punch,1,2:32
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Diego Sanchez,Martin Kampmann,win,0,1,51,77,1,0,0,0,Welterweight,U-DEC,,3,5:00
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Mark Munoz,CB Dollaway,win,1,0,4,2,0,1,0,0,Middleweight,KO/TKO,Punch,1,0:54
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Chris Weidman,Alessio Sakara,win,0,0,45,27,5,0,0,0,Middleweight,U-DEC,,3,5:00
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Brian Bowles,Damacio Page,win,0,0,19,17,1,0,1,0,Bantamweight,SUB,Guillotine Choke,1,3:30
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Cyrille Diabate,Steve Cantwell,win,1,0,146,28,1,1,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Danny Castillo,Joe Stevenson,win,0,0,55,12,5,2,0,4,Lightweight,U-DEC,,3,5:00
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Shane Roller,Thiago Tavares,win,1,0,26,22,0,1,0,0,Lightweight,KO/TKO,Punch,2,1:28
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Takeya Mizugaki,Reuben Duran,win,0,0,43,67,4,0,0,0,Bantamweight,S-DEC,,3,5:00
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Dongi Yang,Rob Kimmons,win,1,0,57,1,1,1,2,0,Middleweight,KO/TKO,Punches,2,4:47
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Rousimar Palhares,David Branch,win,0,0,2,6,0,1,3,0,Middleweight,SUB,Kneebar,2,1:44
UFC Live: Sanchez vs Kampmann,3/3/2011,"Louisville, Kentucky, USA",Igor Pokrajac,Todd Brown,win,1,0,17,15,0,0,0,0,Light Heavyweight,KO/TKO,,1,5:00
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Michael Bisping,Jorge Rivera,win,1,0,50,8,3,0,0,0,Middleweight,KO/TKO,Punches,2,1:54
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Dennis Siver,George Sotiropoulos,win,2,0,74,38,0,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Brian Ebersole,Chris Lytle,win,1,0,32,24,4,0,1,5,Welterweight,U-DEC,,3,5:00
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Kyle Noke,Chris Camozzi,win,0,0,4,4,1,0,1,0,Middleweight,SUB,Rear Naked Choke,1,1:35
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Ross Pearson,Spencer Fisher,win,0,0,59,38,3,1,0,0,Lightweight,U-DEC,,3,5:00
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Alexander Gustafsson,James Te Huna,win,0,0,4,6,1,1,2,0,Light Heavyweight,SUB,Rear Naked Choke,1,4:27
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Nick Ring,Riki Fukuda,win,0,0,41,28,0,6,0,0,Middleweight,U-DEC,,3,5:00
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Anthony Perosh,Tom Blackledge,win,0,0,7,8,1,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,2:45
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Zhang Tiequan,Jason Reinhardt,win,0,0,4,2,0,0,1,0,Featherweight,SUB,Guillotine Choke,1,0:48
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Mark Hunt,Chris Tuchscherer,win,1,0,14,9,0,1,0,0,Heavyweight,KO/TKO,Punch,2,1:41
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",Curt Warburton,Maciej Jewtuszko,win,0,0,18,30,4,0,0,0,Lightweight,U-DEC,,3,5:00
UFC 127: Penn vs Fitch,2/26/2011,"Sydney, New South Wales, Australia",BJ Penn,Jon Fitch,draw,0,0,12,47,2,4,1,0,Welterweight,M-DEC,,3,5:00
UFC 126: Silva vs Belfort,2/5/2011,"Las Vegas, Nevada, USA",Anderson Silva,Vitor Belfort,win,1,0,6,6,0,0,0,0,Middleweight,KO/TKO,Kick,1,3:25
UFC 126: Silva vs Belfort,2/5/2011,"Las Vegas, Nevada, USA",Forrest Griffin,Rich Franklin,win,0,0,50,33,5,1,0,0,Light Heavyweight,U-DEC,,3,5:00
UFC 126: Silva vs Belfort,2/5/2011,"Las Vegas, Nevada, USA",Jon Jones,Ryan Bader,win,0,0,20,5,2,0,3,0,Light Heavyweight,SUB,Guillotine Choke,2,4:20
